,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,gross_profit,invoice_date,invoice_time
153788,C549824,21713,CITRONELLA CANDLE FLOWERPOT,-3,2.1,15189.0,United Kingdom,-6.300000000000001,2011-04-12,12:43:00
153833,C549827,POST,POSTAGE,-2,3.0,12463.0,Belgium,-6.0,2011-04-12,12:55:00
154026,C549840,22697,GREEN REGENCY TEACUP AND SAUCER,-2,2.95,15189.0,United Kingdom,-5.9,2011-04-12,13:51:00
154255,C549895,22486,PLASMATRONIC LAMP,-4,12.75,16553.0,United Kingdom,-51.0,2011-04-12,15:40:00
154258,C549897,85135B,BLUE DRAGONFLY HELICOPTER,-1,7.95,15363.0,United Kingdom,-7.95,2011-04-12,15:48:00
154259,C549898,22678,FRENCH BLUE METAL DOOR SIGN 3,-1,1.25,13078.0,United Kingdom,-1.25,2011-04-12,16:00:00
154260,C549898,21463,MIRRORED DISCO BALL ,-2,5.95,13078.0,United Kingdom,-11.9,2011-04-12,16:00:00
154261,C549898,21735,TWO DOOR CURIO CABINET,-2,12.75,13078.0,United Kingdom,-25.5,2011-04-12,16:00:00
154262,C549899,84949,SILVER HANGING T-LIGHT HOLDER,-7,1.65,14961.0,United Kingdom,-11.549999999999999,2011-04-12,16:07:00
154263,C549900,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,12.75,17180.0,United Kingdom,-12.75,2011-04-12,16:10:00
154264,C549900,37446,MINI CAKE STAND WITH HANGING CAKES,-1,1.45,17180.0,United Kingdom,-1.45,2011-04-12,16:10:00
154348,C549905,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,17576.0,United Kingdom,-12.75,2011-04-12,16:21:00
154349,C549905,21781,MA CAMPAGNE CUTLERY BOX,-2,14.95,17576.0,United Kingdom,-29.9,2011-04-12,16:21:00
154400,C549908,22423,REGENCY CAKESTAND 3 TIER,-3,10.95,13324.0,United Kingdom,-32.849999999999994,2011-04-12,16:39:00
154458,C549912,22138,BAKING SET 9 PIECE RETROSPOT ,-1,4.95,15737.0,United Kingdom,-4.95,2011-04-13,09:02:00
154459,C549912,20725,LUNCH BAG RED RETROSPOT,-1,1.65,15737.0,United Kingdom,-1.65,2011-04-13,09:02:00
154460,C549913,22961,JAM MAKING SET PRINTED,-12,1.45,14267.0,United Kingdom,-17.4,2011-04-13,09:02:00
154538,C549919,22675,FRENCH KITCHEN SIGN BLUE METAL,-3,1.25,15201.0,United Kingdom,-3.75,2011-04-13,09:50:00
154539,C549919,22674,FRENCH TOILET SIGN BLUE METAL,-1,1.25,15201.0,United Kingdom,-1.25,2011-04-13,09:50:00
154540,C549919,22672,FRENCH BATHROOM SIGN BLUE METAL,-2,1.65,15201.0,United Kingdom,-3.3,2011-04-13,09:50:00
154541,C549919,82580,BATHROOM METAL SIGN,-1,0.55,15201.0,United Kingdom,-0.55,2011-04-13,09:50:00
154550,C549921,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,15109.0,United Kingdom,-12.75,2011-04-13,09:53:00
154551,C549921,22798,ANTIQUE GLASS DRESSING TABLE POT,-2,2.95,15109.0,United Kingdom,-5.9,2011-04-13,09:53:00
154552,C549921,22637,PIGGY BANK RETROSPOT ,-1,2.55,15109.0,United Kingdom,-2.55,2011-04-13,09:53:00
154553,C549922,22423,REGENCY CAKESTAND 3 TIER,-1,12.75,15674.0,United Kingdom,-12.75,2011-04-13,09:55:00
154618,C549930,M,Manual,-1,15.05,16454.0,United Kingdom,-15.05,2011-04-13,10:36:00
154775,C549945,POST,POSTAGE,-1,5.95,18270.0,United Kingdom,-5.95,2011-04-13,12:39:00
154776,C549945,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,-3,12.75,18270.0,United Kingdom,-38.25,2011-04-13,12:39:00
154936,C549955,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,14.95,12359.0,Cyprus,-29.9,2011-04-13,13:38:00
154937,C549955,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2.95,12359.0,Cyprus,-5.9,2011-04-13,13:38:00
155035,C549960,22423,REGENCY CAKESTAND 3 TIER,-2,12.75,16652.0,United Kingdom,-25.5,2011-04-13,13:49:00
155037,C549962,22423,REGENCY CAKESTAND 3 TIER,-2,10.95,16652.0,United Kingdom,-21.9,2011-04-13,13:51:00
155143,C549968,22151,PLACE SETTING WHITE HEART,-432,0.36,14064.0,United Kingdom,-155.51999999999998,2011-04-13,14:24:00
155159,C549973,85152,HAND OVER THE CHOCOLATE   SIGN ,-24,2.1,17873.0,United Kingdom,-50.400000000000006,2011-04-13,14:30:00
155160,C549973,82600,NO SINGING METAL SIGN,-24,1.85,17873.0,United Kingdom,-44.400000000000006,2011-04-13,14:30:00
155417,C549986,22750,FELTCRAFT PRINCESS LOLA DOLL,-2,3.75,18178.0,United Kingdom,-7.5,2011-04-13,16:03:00
155418,C549987,20829,GLITTER HANGING BUTTERFLY STRING,-1,2.1,14367.0,United Kingdom,-2.1,2011-04-13,16:06:00
155419,C549987,22625,RED KITCHEN SCALES,-1,8.5,14367.0,United Kingdom,-8.5,2011-04-13,16:06:00
155420,C549987,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,9.95,14367.0,United Kingdom,-9.95,2011-04-13,16:06:00
155421,C549987,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,1.25,14367.0,United Kingdom,-1.25,2011-04-13,16:06:00
155727,C550009,M,Manual,-1,57.6,16422.0,United Kingdom,-57.6,2011-04-14,10:24:00
155728,C550010,84950,ASSORTED COLOUR T-LIGHT HOLDER,-4,0.55,15299.0,United Kingdom,-2.2,2011-04-14,10:29:00
155729,C550010,84856S,SMALL TAHITI BEACH BAG,-1,3.81,15299.0,United Kingdom,-3.81,2011-04-14,10:29:00
155742,C550013,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-1,1.95,12982.0,United Kingdom,-1.95,2011-04-14,10:49:00
155743,C550013,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,1.25,12982.0,United Kingdom,-1.25,2011-04-14,10:49:00
155744,C550013,22757,LARGE RED BABUSHKA NOTEBOOK ,-1,1.25,12982.0,United Kingdom,-1.25,2011-04-14,10:49:00
155745,C550013,22644,CERAMIC CHERRY CAKE MONEY BANK,-5,1.45,12982.0,United Kingdom,-7.25,2011-04-14,10:49:00
155746,C550013,21877,HOME SWEET HOME MUG,-1,1.25,12982.0,United Kingdom,-1.25,2011-04-14,10:49:00
155747,C550013,21318,GLASS CHALICE BLUE SMALL ,-1,0.39,12982.0,United Kingdom,-0.39,2011-04-14,10:49:00
155748,C550014,23177,TREASURE ISLAND BOOK BOX,-8,2.25,16133.0,United Kingdom,-18.0,2011-04-14,10:52:00
155862,C550024,22423,REGENCY CAKESTAND 3 TIER,-11,12.75,13089.0,United Kingdom,-140.25,2011-04-14,11:19:00
155863,C550024,84949,SILVER HANGING T-LIGHT HOLDER,-14,1.45,13089.0,United Kingdom,-20.3,2011-04-14,11:19:00
155864,C550024,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,4.95,13089.0,United Kingdom,-14.850000000000001,2011-04-14,11:19:00
155865,C550026,23076,ICE CREAM SUNDAE LIP GLOSS,-4,1.25,14339.0,United Kingdom,-5.0,2011-04-14,11:22:00
155866,C550027,75049L,LARGE CIRCULAR MIRROR MOBILE,-58,0.85,14195.0,United Kingdom,-49.3,2011-04-14,11:26:00
155867,C550028,22332,SKULLS PARTY BAG + STICKER SET,-1,1.65,14606.0,United Kingdom,-1.65,2011-04-14,11:26:00
155868,C550029,90185C,BLACK DIAMANTE EXPANDABLE RING,-6,4.25,13539.0,United Kingdom,-25.5,2011-04-14,11:27:00
156080,C550099,22627,MINT KITCHEN SCALES,-1,8.5,16933.0,United Kingdom,-8.5,2011-04-14,12:28:00
156081,C550099,20682,RED RETROSPOT CHILDRENS UMBRELLA,-1,3.25,16933.0,United Kingdom,-3.25,2011-04-14,12:28:00
156234,C550127,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,9.95,15212.0,United Kingdom,-9.95,2011-04-14,13:12:00
156235,C550127,37446,MINI CAKE STAND WITH HANGING CAKES,-2,1.45,15212.0,United Kingdom,-2.9,2011-04-14,13:12:00
156557,C550147,POST,POSTAGE,-3,18.0,12637.0,France,-54.0,2011-04-14,14:23:00
156768,C550165,22962,JAM JAR WITH PINK LID,-1,0.85,15358.0,United Kingdom,-0.85,2011-04-14,16:34:00
156805,C550168,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,0.83,14339.0,United Kingdom,-0.83,2011-04-14,16:41:00
156806,C550170,22960,JAM MAKING SET WITH JARS,-3,4.25,17017.0,United Kingdom,-12.75,2011-04-14,16:43:00
156807,C550171,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1,1.25,12585.0,Germany,-1.25,2011-04-14,16:53:00
156808,C550172,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,-3,0.39,17440.0,United Kingdom,-1.17,2011-04-14,16:54:00
156818,C550174,22228,BUNNY WOODEN PAINTED WITH BIRD ,-2,0.85,16394.0,United Kingdom,-1.7,2011-04-14,17:07:00
156819,C550174,22229,BUNNY WOODEN PAINTED WITH FLOWER ,-2,0.85,16394.0,United Kingdom,-1.7,2011-04-14,17:07:00
156820,C550174,22997,TRAVEL CARD WALLET UNION JACK,-2,0.42,16394.0,United Kingdom,-0.84,2011-04-14,17:07:00
156821,C550174,23004,TRAVEL CARD WALLET PANTRY,-6,0.42,16394.0,United Kingdom,-2.52,2011-04-14,17:07:00
156822,C550174,23002,TRAVEL CARD WALLET SKULLS,-8,0.42,16394.0,United Kingdom,-3.36,2011-04-14,17:07:00
156823,C550174,20983,12 PENCILS TALL TUBE RED RETROSPOT,-2,0.85,16394.0,United Kingdom,-1.7,2011-04-14,17:07:00
156824,C550176,22768,FAMILY PHOTO FRAME CORNICE,-1,9.95,14619.0,United Kingdom,-9.95,2011-04-14,17:13:00
156825,C550176,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,0.83,14619.0,United Kingdom,-4.9799999999999995,2011-04-14,17:13:00
156826,C550177,20726,LUNCH BAG WOODLAND,-2,1.65,13534.0,United Kingdom,-3.3,2011-04-14,17:17:00
156881,C550181,84596F,SMALL MARSHMALLOWS PINK BOWL,-16,0.42,13069.0,United Kingdom,-6.72,2011-04-14,17:43:00
156882,C550181,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,-16,0.42,13069.0,United Kingdom,-6.72,2011-04-14,17:43:00
156883,C550181,23206,LUNCH BAG APPLE DESIGN,-5,1.65,13069.0,United Kingdom,-8.25,2011-04-14,17:43:00
156884,C550181,23204,CHARLOTTE BAG APPLES DESIGN,-5,0.85,13069.0,United Kingdom,-4.25,2011-04-14,17:43:00
156885,C550181,22844,VINTAGE CREAM DOG FOOD CONTAINER,-5,8.5,13069.0,United Kingdom,-42.5,2011-04-14,17:43:00
156886,C550181,22748,POPPY'S PLAYHOUSE KITCHEN,-1,2.1,13069.0,United Kingdom,-2.1,2011-04-14,17:43:00
156887,C550181,22381,TOY TIDY PINK POLKADOT,-10,2.1,13069.0,United Kingdom,-21.0,2011-04-14,17:43:00
156888,C550181,22090,PAPER BUNTING RETROSPOT,-10,2.95,13069.0,United Kingdom,-29.5,2011-04-14,17:43:00
156889,C550181,22088,PAPER BUNTING COLOURED LACE,-15,2.95,13069.0,United Kingdom,-44.25,2011-04-14,17:43:00
156890,C550181,22087,PAPER BUNTING WHITE LACE,-10,2.95,13069.0,United Kingdom,-29.5,2011-04-14,17:43:00
156891,C550181,21937,STRAWBERRY   PICNIC BAG,-5,2.95,13069.0,United Kingdom,-14.75,2011-04-14,17:43:00
156892,C550181,21394,RED POLKADOT BEAKER ,-12,0.39,13069.0,United Kingdom,-4.68,2011-04-14,17:43:00
156893,C550181,21244,BLUE POLKADOT PLATE ,-5,1.69,13069.0,United Kingdom,-8.45,2011-04-14,17:43:00
156894,C550181,21243,PINK  POLKADOT PLATE ,-8,1.69,13069.0,United Kingdom,-13.52,2011-04-14,17:43:00
156895,C550181,21242,RED RETROSPOT PLATE ,-10,1.69,13069.0,United Kingdom,-16.9,2011-04-14,17:43:00
156896,C550181,21240,BLUE POLKADOT CUP,-20,0.85,13069.0,United Kingdom,-17.0,2011-04-14,17:43:00
156897,C550181,21239,PINK  POLKADOT CUP,-20,0.85,13069.0,United Kingdom,-17.0,2011-04-14,17:43:00
156898,C550181,21238,RED RETROSPOT CUP,-20,0.85,13069.0,United Kingdom,-17.0,2011-04-14,17:43:00
156899,C550181,20677,PINK POLKADOT BOWL,-5,1.25,13069.0,United Kingdom,-6.25,2011-04-14,17:43:00
156900,C550181,20676,RED RETROSPOT BOWL,-12,1.25,13069.0,United Kingdom,-15.0,2011-04-14,17:43:00
156901,C550181,20675,BLUE POLKADOT BOWL,-4,1.25,13069.0,United Kingdom,-5.0,2011-04-14,17:43:00
157207,C550195,22891,TEA FOR ONE POLKADOT,-1,4.25,14796.0,United Kingdom,-4.25,2011-04-15,09:55:00
157208,C550195,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,1.49,14796.0,United Kingdom,-1.49,2011-04-15,09:55:00
157209,C550195,21231,SWEETHEART CERAMIC TRINKET BOX,-1,1.25,14796.0,United Kingdom,-1.25,2011-04-15,09:55:00
158579,C550300,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,-1,4.25,17243.0,United Kingdom,-4.25,2011-04-17,10:10:00
158680,C550306,22846,BREAD BIN DINER STYLE RED ,-1,16.95,16905.0,United Kingdom,-16.95,2011-04-17,10:38:00
159614,C550349,21735,TWO DOOR CURIO CABINET,-1,10.95,15973.0,United Kingdom,-10.95,2011-04-18,09:39:00
159704,C550353,22090,PAPER BUNTING RETROSPOT,-1,2.95,17841.0,United Kingdom,-2.95,2011-04-18,10:29:00
159705,C550353,51020B,STRIPY DESIGN SHOWER CAP,-1,0.29,17841.0,United Kingdom,-0.29,2011-04-18,10:29:00
159706,C550353,51020A,SUMMER FUN DESIGN SHOWER CAP,-2,0.29,17841.0,United Kingdom,-0.58,2011-04-18,10:29:00
159707,C550353,22719,GUMBALL MONOCHROME COAT RACK,-1,1.25,17841.0,United Kingdom,-1.25,2011-04-18,10:29:00
159708,C550353,22654,DELUXE SEWING KIT ,-1,5.95,17841.0,United Kingdom,-5.95,2011-04-18,10:29:00
159709,C550353,21461,BLUE EASTER EGG HUNT START POST,-1,1.95,17841.0,United Kingdom,-1.95,2011-04-18,10:29:00
159710,C550355,M,Manual,-1,222.75,13811.0,Germany,-222.75,2011-04-18,10:29:00
159711,C550356,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-8,0.85,13458.0,United Kingdom,-6.8,2011-04-18,10:34:00
159712,C550356,20794,BLUE  TILE HOOK,-1,2.55,13458.0,United Kingdom,-2.55,2011-04-18,10:34:00
159718,C550358,22501,PICNIC BASKET WICKER LARGE,-4,8.5,13113.0,United Kingdom,-34.0,2011-04-18,10:37:00
159842,C550363,22443,GROW YOUR OWN HERBS SET OF 3,-1,7.95,16033.0,United Kingdom,-7.95,2011-04-18,11:20:00
159851,C550365,22398,MAGNETS PACK OF 4 SWALLOWS,-60,1.25,12731.0,France,-75.0,2011-04-18,11:31:00
159852,C550365,POST,POSTAGE,-1,11.0,12731.0,France,-11.0,2011-04-18,11:31:00
159930,C550423,23054,RECYCLED ACAPULCO MAT LAVENDER,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
159931,C550423,23053,RECYCLED ACAPULCO MAT PINK,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
159932,C550423,23052,RECYCLED ACAPULCO MAT TURQUOISE,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
159933,C550423,23051,RECYCLED ACAPULCO MAT BLUE,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
159934,C550423,23050,RECYCLED ACAPULCO MAT GREEN,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
159935,C550423,23049,RECYCLED ACAPULCO MAT RED,-1,8.25,14403.0,United Kingdom,-8.25,2011-04-18,12:06:00
160038,C550442,22197,SMALL POPCORN HOLDER,-1,0.85,16550.0,United Kingdom,-0.85,2011-04-18,12:28:00
160039,C550442,21622,VINTAGE UNION JACK CUSHION COVER,-1,4.95,16550.0,United Kingdom,-4.95,2011-04-18,12:28:00
160040,C550442,44234,ASSORTED CIRCULAR MOBILE,-2,0.21,16550.0,United Kingdom,-0.42,2011-04-18,12:28:00
160125,C550451,22825,DECORATIVE PLANT POT WITH FRIEZE,-2,6.75,17204.0,United Kingdom,-13.5,2011-04-18,12:55:00
160126,C550451,22796,PHOTO FRAME 3 CLASSIC HANGING,-4,8.5,17204.0,United Kingdom,-34.0,2011-04-18,12:55:00
160137,C550454,84946,ANTIQUE SILVER T-LIGHT GLASS,-6,1.25,15615.0,United Kingdom,-7.5,2011-04-18,13:00:00
160138,C550455,22423,REGENCY CAKESTAND 3 TIER,-1,10.95,13098.0,United Kingdom,-10.95,2011-04-18,13:02:00
160139,C550455,22383,LUNCH BAG SUKI DESIGN ,-1,1.65,13098.0,United Kingdom,-1.65,2011-04-18,13:02:00
160140,C550455,22382,LUNCH BAG SPACEBOY DESIGN ,-1,1.65,13098.0,United Kingdom,-1.65,2011-04-18,13:02:00
160141,C550456,48185,DOORMAT FAIRY CAKE,-670,6.75,15749.0,United Kingdom,-4522.5,2011-04-18,13:08:00
160142,C550456,47566B,TEA TIME PARTY BUNTING,-1300,2.55,15749.0,United Kingdom,-3314.9999999999995,2011-04-18,13:08:00
160143,C550456,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1930,2.55,15749.0,United Kingdom,-4921.5,2011-04-18,13:08:00
160144,C550456,21175,GIN + TONIC DIET METAL SIGN,-2000,1.85,15749.0,United Kingdom,-3700.0,2011-04-18,13:08:00
160145,C550456,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,-3114,2.1,15749.0,United Kingdom,-6539.400000000001,2011-04-18,13:08:00
160564,C550463,22382,LUNCH BAG SPACEBOY DESIGN ,-1,1.65,13157.0,United Kingdom,-1.65,2011-04-18,13:28:00
160565,C550463,23176,ABC TREASURE BOOK BOX ,-8,2.25,13157.0,United Kingdom,-18.0,2011-04-18,13:28:00
160633,C550466,22064,PINK DOUGHNUT TRINKET POT ,-2,1.65,14032.0,United Kingdom,-3.3,2011-04-18,13:34:00
161268,C550472,22303,COFFEE MUG APPLES DESIGN,-2,2.55,18009.0,United Kingdom,-5.1,2011-04-18,13:52:00
161550,C550475,37449,CERAMIC CAKE STAND + HANGING CAKES,-7,8.5,13798.0,United Kingdom,-59.5,2011-04-18,13:59:00
161551,C550475,21231,SWEETHEART CERAMIC TRINKET BOX,-5,1.06,13798.0,United Kingdom,-5.300000000000001,2011-04-18,13:59:00
161552,C550475,21232,STRAWBERRY CERAMIC TRINKET BOX,-14,1.06,13798.0,United Kingdom,-14.84,2011-04-18,13:59:00
161553,C550475,85099B,JUMBO BAG RED RETROSPOT,-4,1.79,13798.0,United Kingdom,-7.16,2011-04-18,13:59:00
161554,C550475,20711,JUMBO BAG TOYS ,-2,1.79,13798.0,United Kingdom,-3.58,2011-04-18,13:59:00
161555,C550475,21181,PLEASE ONE PERSON METAL SIGN,-1,1.85,13798.0,United Kingdom,-1.85,2011-04-18,13:59:00
161556,C550475,85152,HAND OVER THE CHOCOLATE   SIGN ,-2,1.85,13798.0,United Kingdom,-3.7,2011-04-18,13:59:00
161557,C550475,21166,COOK WITH WINE METAL SIGN ,-1,1.85,13798.0,United Kingdom,-1.85,2011-04-18,13:59:00
161558,C550475,21175,GIN + TONIC DIET METAL SIGN,-1,2.08,13798.0,United Kingdom,-2.08,2011-04-18,13:59:00
161559,C550475,21169,YOU'RE CONFUSING ME METAL SIGN ,-1,1.45,13798.0,United Kingdom,-1.45,2011-04-18,13:59:00
161560,C550475,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,-1,1.25,13798.0,United Kingdom,-1.25,2011-04-18,13:59:00
161561,C550475,20718,RED RETROSPOT SHOPPER BAG,-1,1.06,13798.0,United Kingdom,-1.06,2011-04-18,13:59:00
161562,C550475,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-1,1.79,13798.0,United Kingdom,-1.79,2011-04-18,13:59:00
161563,C550475,35924,HANGING FAIRY CAKE DECORATION,-6,1.69,13798.0,United Kingdom,-10.14,2011-04-18,13:59:00
161564,C550475,20724,RED RETROSPOT CHARLOTTE BAG,-1,0.72,13798.0,United Kingdom,-0.72,2011-04-18,13:59:00
161565,C550475,20723,STRAWBERRY CHARLOTTE BAG,-3,0.72,13798.0,United Kingdom,-2.16,2011-04-18,13:59:00
161566,C550475,82583,HOT BATHS METAL SIGN,-2,1.85,13798.0,United Kingdom,-3.7,2011-04-18,13:59:00
161567,C550475,82581,TOILET METAL SIGN,-2,0.42,13798.0,United Kingdom,-0.84,2011-04-18,13:59:00
161568,C550475,37450,CERAMIC CAKE BOWL + HANGING CAKES,-2,2.55,13798.0,United Kingdom,-5.1,2011-04-18,13:59:00
161569,C550475,22064,PINK DOUGHNUT TRINKET POT ,-3,1.45,13798.0,United Kingdom,-4.35,2011-04-18,13:59:00
161570,C550475,37446,MINI CAKE STAND WITH HANGING CAKES,-2,1.25,13798.0,United Kingdom,-2.5,2011-04-18,13:59:00
161759,C550482,22843,BISCUIT TIN VINTAGE GREEN,-2,6.75,17204.0,United Kingdom,-13.5,2011-04-18,14:12:00
161760,C550484,22858,EASTER TIN KEEPSAKE,-3,1.65,16933.0,United Kingdom,-4.949999999999999,2011-04-18,14:14:00
161761,C550485,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,4.95,13317.0,United Kingdom,-19.8,2011-04-18,14:15:00
161762,C550485,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,1.25,13317.0,United Kingdom,-5.0,2011-04-18,14:15:00
161763,C550485,22059,CERAMIC STRAWBERRY DESIGN MUG,-9,1.49,13317.0,United Kingdom,-13.41,2011-04-18,14:15:00
161764,C550486,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-2,1.65,16735.0,United Kingdom,-3.3,2011-04-18,14:16:00
161807,C550489,22427,ENAMEL FLOWER JUG CREAM,-6,5.95,16033.0,United Kingdom,-35.7,2011-04-18,14:30:00
161875,C550494,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,7.65,15311.0,United Kingdom,-7.65,2011-04-18,14:54:00
161876,C550494,40001,WHITE BAMBOO RIBS LAMPSHADE,-2,0.64,15311.0,United Kingdom,-1.28,2011-04-18,14:54:00
161877,C550494,20712,JUMBO BAG WOODLAND ANIMALS,-1,1.79,15311.0,United Kingdom,-1.79,2011-04-18,14:54:00
161878,C550494,82001S,VINYL RECORD FRAME SILVER,-1,3.39,15311.0,United Kingdom,-3.39,2011-04-18,14:54:00
161879,C550494,21314,SMALL GLASS HEART TRINKET POT,-1,1.85,15311.0,United Kingdom,-1.85,2011-04-18,14:54:00
161880,C550494,20829,GLITTER HANGING BUTTERFLY STRING,-1,1.69,15311.0,United Kingdom,-1.69,2011-04-18,14:54:00
161881,C550494,75049L,LARGE CIRCULAR MIRROR MOBILE,-7,0.85,15311.0,United Kingdom,-5.95,2011-04-18,14:54:00
162537,C550511,37449,CERAMIC CAKE STAND + HANGING CAKES,-6,8.5,13798.0,United Kingdom,-51.0,2011-04-18,16:25:00
163041,C550529,M,Manual,-1,158.21,18102.0,United Kingdom,-158.21,2011-04-19,10:49:00
163042,C550530,22555,PLASTERS IN TIN STRONGMAN,-2,1.65,13082.0,United Kingdom,-3.3,2011-04-19,10:52:00
163043,C550530,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-9,1.65,13082.0,United Kingdom,-14.85,2011-04-19,10:52:00
163080,C550533,47566B,TEA TIME PARTY BUNTING,-2,4.95,17071.0,United Kingdom,-9.9,2011-04-19,11:03:00
163081,C550534,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-4,4.25,14326.0,United Kingdom,-17.0,2011-04-19,11:08:00
163091,C550536,22360,GLASS JAR ENGLISH CONFECTIONERY,-18,2.95,16325.0,United Kingdom,-53.1,2011-04-19,11:20:00
163092,C550537,21318,GLASS CHALICE BLUE SMALL ,-3,0.39,15932.0,United Kingdom,-1.17,2011-04-19,11:25:00
163093,C550537,37342,POLKADOT COFFEE CUP & SAUCER PINK,-5,0.79,15932.0,United Kingdom,-3.95,2011-04-19,11:25:00
163094,C550538,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-2,3.75,17746.0,United Kingdom,-7.5,2011-04-19,11:26:00
163095,C550538,22060,LARGE CAKE STAND HANGING HEARTS,-1,3.95,17746.0,United Kingdom,-3.95,2011-04-19,11:26:00
163104,C550540,POST,POSTAGE,-1,3.82,14339.0,United Kingdom,-3.82,2011-04-19,11:31:00
163105,C550540,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-12,0.83,14339.0,United Kingdom,-9.959999999999999,2011-04-19,11:31:00
163505,C550609,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-9,9.95,14502.0,United Kingdom,-89.55,2011-04-19,12:21:00
163507,C550611,22060,LARGE CAKE STAND HANGING HEARTS,-6,3.95,12569.0,Germany,-23.700000000000003,2011-04-19,12:23:00
163550,C550614,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,8.5,13735.0,United Kingdom,-8.5,2011-04-19,12:40:00
163551,C550614,22635,CHILDS BREAKFAST SET DOLLY GIRL ,-1,9.95,13735.0,United Kingdom,-9.95,2011-04-19,12:40:00
163552,C550614,84849B,FAIRY SOAP SOAP HOLDER,-1,1.69,13735.0,United Kingdom,-1.69,2011-04-19,12:40:00
164456,C550642,22605,WOODEN CROQUET GARDEN SET,-1,12.75,15027.0,United Kingdom,-12.75,2011-04-19,16:09:00
164493,C550646,82482,WOODEN PICTURE FRAME WHITE FINISH,-1,2.55,16873.0,United Kingdom,-2.55,2011-04-19,16:32:00
164494,C550646,22962,JAM JAR WITH PINK LID,-3,0.85,16873.0,United Kingdom,-2.55,2011-04-19,16:32:00
164495,C550646,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,6.35,16873.0,United Kingdom,-6.35,2011-04-19,16:32:00
164496,C550646,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2.95,16873.0,United Kingdom,-2.95,2011-04-19,16:32:00
164497,C550647,22960,JAM MAKING SET WITH JARS,-6,4.25,13134.0,United Kingdom,-25.5,2011-04-19,16:33:00
164498,C550647,47599B,BLUE PARTY BAGS ,-2,2.1,13134.0,United Kingdom,-4.2,2011-04-19,16:33:00
164499,C550648,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-2,1.65,13134.0,United Kingdom,-3.3,2011-04-19,16:36:00
164500,C550648,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2.95,13134.0,United Kingdom,-2.95,2011-04-19,16:36:00
164502,C550650,22499,WOODEN UNION JACK BUNTING,-3,5.95,18171.0,United Kingdom,-17.85,2011-04-19,16:39:00
164753,C550664,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2.95,16923.0,United Kingdom,-2.95,2011-04-20,09:31:00
164783,C550668,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-6,7.65,12457.0,Switzerland,-45.900000000000006,2011-04-20,09:49:00
164795,C550672,23199,JUMBO BAG APPLES,-100,1.79,12457.0,Switzerland,-179.0,2011-04-20,10:10:00
164828,C550709,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2.1,12997.0,United Kingdom,-2.1,2011-04-20,10:53:00
164829,C550709,21231,SWEETHEART CERAMIC TRINKET BOX,-3,1.25,12997.0,United Kingdom,-3.75,2011-04-20,10:53:00
